term,occurrences,rank,product_id,name,price_value,quantity,dietary
dip,31,13,90217651,Casa del Sur Chesse Salsa,8.1,300 G,
dip,31,14,90040818,Simply Organic Garam Masala,17.95,85 G,Organic
dip,31,15,90028426,Kitchen & Love Piquillo & Artichoke Bruschetta,9.12,225 G,
dip,31,16,90014643,Kitchen & Love Artichoke Bruschetta,9.12,225 G,
dip,31,17,90231592,"Tenuta Fragassi Bruschetta with Dried Tomatoe, Olives & Caper",7.74,145 G,
dip,31,18,90014642,Kitchen & Love Olive Medley Bruschetta,9.12,225 G,
dip,31,19,90231564,Tenuta Fragassi Asparagus Bruschetta,7.74,145 G,
dip,31,20,90040820,Simply Organic Spices Cilantro,9.41,22 G,Organic
candy,40,1,13083487,Skittles Candies - Original (Fun Size Bag),5.14,10 x 15g,Halal
candy,40,2,12683443,M&M's Chocolate Candies - Milk (Funsize),7.8,175.5g (13 per pack),
candy,40,3,12683670,M&M's Chocolate Candies - Peanut (Funsize),7.8,175.5g (13 per pack),
candy,40,4,13269335,Skittles Gummies - Fruit,2.0,42.5g,
candy,40,5,225830,Mentos Chewy Dragees - Mint (Share- A-Bowl),1.9,135g,
candy,40,6,13068973,Haribo Gummy Candies - Goldbears,4.99,200g,Halal
candy,40,7,13096780,Yupi Gummy Candies - Burger,1.58,84g,Halal
candy,40,8,13269336,Skittles Gummies - Yogurt,2.0,42.5g,
candy,40,9,13249621,Hi-Chew Chewy Candy - Grape and Green Apple,2.8,100g,
candy,40,10,12267167,Chupa Chups Lollipops - Mini,3.56,150g (25 per pack),Halal
candy,40,11,13240793,Eclipse Plus Soothing Herbal Mint - Loquat Pear,3.85,30g,
candy,40,12,13240792,Eclipse Plus Soothing Herbal Mint - Honey Lemon,3.85,30g,
candy,40,13,10083452,Yupi Gummy Candies - Baby Bears,1.58,120g,
candy,40,14,11066830,Wrigley's Eclipse Sugar Free Mints Candy - Peppermint,3.84,35g,
candy,40,15,13250100,Hi-Chew Chewy Candy - Grape and Strawberry,2.8,100g,
candy,40,16,13250090,Hi-Chew Chewy Candy - Grape and Peach and Lychee,2.8,100g,
candy,40,17,13195497,M&M's Chocolate Candies - Crispy (Funsize),7.8,12 per pack,
candy,40,18,13096715,Kopiko Coffee Candy - Regular,1.12,140g,Halal
candy,40,19,13187918,Himalaya Salt Sports Candy - Honey Lime,1.01,15g,Halal
candy,40,20,10083778,Yupi Gummy Candies - Strawberry Kiss,1.58,120g,
candy,40,21,13023349,Mentos Mini Chewy Dragees - Rainbow,1.9,120g,
candy,40,22,10083698,Yupi Gummy Candies - Apple Rings,1.58,120g,
candy,40,23,11583571,Wrigley's Eclipse Sugar Free Mints Candy - Spearmint,3.84,35g,
candy,40,24,231548,Storck Mint Chocos Candies,4.02,200g,
hamburger,25,1,90251382,Ikari Kakeru Japanese Hamburger & Steak Sauce Squeeze Bottle,7.6,290 G,
hamburger,25,2,90247078,Otafuku Hamburger Sauce,8.55,200 G,
hamburger,25,3,90227128,RedMan Hamburger Tray,56.0,1 S,
hamburger,25,4,90228471,San Neng Hamburger Tray (675X435X362mm),44.8,1 S,
hamburger,25,5,90226135,"RedMan Hamburger Bun Pan - 4"" (SN1618)",41.6,1 S,
hamburger,25,6,90245071,ROCK Lulu The Piggy Silicone Earphone Bag - Hamburger,27.0,1 S,
hamburger,25,7,90120131,Puku Multi Use Neoprene Money Pouch - Hamburger,16.9,,
hamburger,25,8,90228702,RedMan Hamburger Wrapper with Prints,5.6,100 S,
hamburger,25,9,1,RedMan Hamburger Wrapper,4.0,100 S,
beverage,42,1,13280708,[BCRS] Pokka Can Drink - Oolong Tea (No Sugar Added),7.75,12 x 300ml,Halal
beverage,42,2,12700043,Milo Chocolate Malt Milk UHT Packet Drink,16.95,24 x 200ml (CTN),
beverage,42,3,10125966,Pokka Packet Drink -  Green Tea,11.9,24 x 250ml (CTN),Halal
beverage,42,4,13280982,[BCRS] Pokka Bottle Drink - Jasmine Green Tea,2.25,1.5L,Halal
beverage,42,5,12714896,[BCRS] 100 Plus Isotonic Can Drink - Original,16.81,24 x 325ml,Halal
beverage,42,6,13281379,[BCRS] Coca-Cola Mini Can Drink - Classic,5.25,6 x 180ml,Halal
beverage,42,7,12714768,[BCRS] FairPrice Pure Drinking Bottle Water,7.2,24 x 600ml,
beverage,42,8,10003037,Pokka Packet Drink - Jasmine Green Tea,3.6,6 x 250ml,Halal
beverage,42,9,12714947,[BCRS] Dasani Drinking Bottle Water,8.4,12 x 1.5L,
beverage,42,10,12708770,Milo Chocolate Malt Milk UHT Packet Drink -Less Sugar,19.5,24 x 200ml (CTN),Halal
beverage,42,11,13280991,[BCRS] Pokka Can Drink - Jasmine Green Tea,4.25,6 x 300ml,Halal
beverage,42,12,13281050,[BCRS] Pokka Can Drink - Jasmine Green Tea,7.75,12 x 300ml (CTN),Halal
beverage,42,13,10020227,Yeo's Packet Drink - Chrysanthemum Tea (Not So Sweet),11.6,24 x 250ml (CTN),Halal
beverage,42,14,13281102,[BCRS] Fuze Tea Flavoured Tea Bottle Drink - Passionfruit,1.85,1.5L,Halal
beverage,42,15,12714946,[BCRS] Dasani Drinking Bottle Water,8.4,24 x 600ml (CTN),
beverage,42,16,13281362,[BCRS] Coca-Cola Can Drink - Zero Sugar,8.75,12 x 320ml,
beverage,42,17,12704723,Pokka Packet Drink - Oolong Tea (No Sugar Added),7.55,24 x 250ml (CTN),Halal
beverage,42,18,12714758,[BCRS] Life Distilled Drinking Bottle Water,7.0,12 x 1.5L,
beverage,42,19,13281412,[BCRS] Coca-Cola Mini Can Drink - Zero Sugar,5.25,6 x 180ml,Halal
beverage,42,20,13281057,[BCRS] Coca-Cola Bottle Drink - Zero Sugar,2.6,1.5L,
water,26,1,12714946,[BCRS] Dasani Drinking Bottle Water,8.4,24 x 600ml (CTN),
water,26,2,12714767,[BCRS] FairPrice Pure Drinking Water,6.5,12 x 1.5L,
water,26,3,12714768,[BCRS] FairPrice Pure Drinking Bottle Water,7.2,24 x 600ml,
water,26,4,12714947,[BCRS] Dasani Drinking Bottle Water,8.4,12 x 1.5L,
water,26,5,12714758,[BCRS] Life Distilled Drinking Bottle Water,7.0,12 x 1.5L,
water,26,6,12714766,[BCRS] FairPrice Pure Drinking Bottle Water,7.0,24 x 330ml,
water,26,7,12714970,[BCRS] F & N Ice Mountain Drinking Bottle Water,9.85,24 x 600ml,Halal
water,26,8,13281598,[BCRS] Evian Sparkling Can Water,6.95,4 x 330ml,
water,26,9,13280995,[BCRS] HSC Sparkling Oldenlandia Can Water,4.0,6 x 325ml,
water,26,10,12714887,[BCRS] F & N Ice Mountain Drinking Bottle Water,9.85,12 x 1.5L,
water,26,11,12715103,[BCRS] Evian Sparkling Can Water,39.95,24 x 330ml,
water,26,12,13281465,[BCRS] F & N Ice Mountain Sparkling Can Water - Lemon (No Sugar),5.2,6 x 325ml,Halal
water,26,13,13281509,[BCRS] Evian Natural Mineral Bottle Water,17.75,6 x 1.5L,
water,26,14,12715145,[BCRS] Evian Natural Mineral Bottle Water,25.95,330ml x 24S,
water,26,15,12714761,[BCRS] FairPrice Natural Mineral Bottle Water,7.4,12 x 1.5L,Halal
water,26,16,12714759,[BCRS] FairPrice Natural Mineral Bottle Water,8.7,24 x 550ml,
water,26,17,12715120,[BCRS] Evian Natural Mineral Bottle Water,29.75,12 x 1.5L (CTN),
water,26,18,12714884,[BCRS] F & N Can Drink - Soda Water (Slim),14.55,24 x 325ml,
water,26,19,13281658,[BCRS] F & N Sparkling Zero Can - Korean Peach,5.2,6 x 325ml,Halal
water,26,20,12712991,Chang Soda Water - Sparkling,18.41,24 x 325ml (CTN),
cheeseburger,26,1,13267070,Cowhead Triple Pack Cheese - Burger Cheddar,6.95,3 x 200g,Halal
popcorn,29,1,13176264,Cobs Natural Popcorn - Lightly Salted Slightly Sweet,4.2,120g,
popcorn,29,2,13268080,Orville Popcorn - Movie Theater Butter,5.7,279.9g,
popcorn,29,3,13057867,Orville Redenbacher's Gourmet Popping Corn - Naturals,5.7,3 x 93.3g,
popcorn,29,4,13186829,FairPrice Sweet Popcorn,2.55,180g,Halal
popcorn,29,5,11698117,Poppin Microwave Popcorn - Butter,2.7,100g,
popcorn,29,6,13176269,Cobs Natural Popcorn - Cheddar Cheese,4.2,100g,
popcorn,29,7,13078390,Poppin Microwave Popcorn - Butter Flavour (Lite),2.7,85g,
popcorn,29,8,13168675,Movietime Flavored Popcorn - Sweet & Salty,6.41,100g,
popcorn,29,9,13144993,Eureka Popcorn - Classic Caramel,4.69,80g,
popcorn,29,10,13144977,Eureka Popcorn - Savoury Cheese,4.69,80g,
popcorn,29,11,13156298,Eureka Popcorn - Golden Salted Egg,4.69,80g,
popcorn,29,12,13255016,Candy POP Popcorn - M&M Minis,8.95,149ml,
popcorn,29,13,90249578,Eng's Popcorn Strawberry,1.8,80 G,Halal
popcorn,29,14,90072576,Makhanawalas Makhanawalas Roasted Makhana Cream & onion,5.95,60 G,
popcorn,29,15,13266401,Peanut Butter & Jelly Pop Smuckers & Jif Popcorns - Strawberry,8.95,149g,
popcorn,29,16,13255018,Cookie Pop Popcorn - Oreo,8.95,149g,
popcorn,29,17,90044301,Natures Choice Premium Quality Popcorn,4.4,500 G,
popcorn,29,18,90042785,Serious Food Company Serious Popcorn - Sea Salt Multipack,7.05,120 G,
popcorn,29,19,1,Serious Food Company - Sugar Free Salted Caramel Multipack,5.75,60 G,
popcorn,29,20,90200591,Serious Food Sugar Free Popcorn - Sweet & Salty (Multipack),5.75,60 G,
soymilk,25,1,13164521,Nestle Omega Plus Adult Ready to Drink Milk,6.0,6 x 200ml,Halal
soymilk,25,2,10553397,F & N NutriSoy High Calcium Fresh Soya Milk - Reduced Sugar,2.77,946ml,
soymilk,25,3,11160106,F & N NutriSoy High Calcium Fresh Soya Milk - Omega (No Sugar Added),2.97,946ml,Halal
soymilk,25,4,12709340,Nestle Omega Plus Adult Ready to Drink Milk,21.05,24 x 200ml (CTN),Halal
soymilk,25,5,13148892,F & N NutriSoy High Calcium Fresh Soya Milk - No Sugar Added,2.77,946ml,
soymilk,25,6,13024479,Marigold Power Beans Fresh Soya Milk - Unsweetened,2.34,946ml,Halal
soymilk,25,7,457912,F & N NutriSoy High Calcium Fresh Soya Milk - Regular,2.77,946ml,
soymilk,25,8,13281537,[BCRS] Magnolia High Protein Milk - Chocolate,4.75,375ml,Halal
soymilk,25,9,13292377,F & N NutriSoy High Calcium Fresh Soya Milk - Matcha Latte,2.97,946ml,Halal
soymilk,25,10,13024475,Marigold Power Beans Fresh Soya Milk - Reduced Sugar,2.34,946ml,Halal
soymilk,25,11,13281536,[BCRS] Magnolia High Protein Milk - Vanilla,4.75,375ml,Halal
soymilk,25,12,13024477,Marigold Power Beans Fresh Soya Milk - Reduced Sugar Almond,2.34,946ml,Halal
soymilk,25,13,13229976,Yeo's Packet Drink - Brown Sugar Soy Milk,2.75,6 x 250ml,Halal
soymilk,25,14,13196987,Marigold Power Beans Fresh Soya Milk,2.34,946ml,Halal
soymilk,25,15,13230351,Yeo's Packet Drink - Brown Sugar Soy Milk,1.85,1L,Halal
soymilk,25,16,90146549,Kirei Marusan Premium Peach Soy Milk,2.6,200 ML,
soymilk,25,17,90146547,Kirei Marusan Marusan Premium Soy Milk,2.6,200 ML,
soymilk,25,18,90048890,Marusan Soybean Milk Matcha With 50-Percent Reduced Calories,2.95,200 ML,
soymilk,25,19,90142349,MARUSAN Marusan Oat Soy Milk,2.95,200 ML,
soymilk,25,20,90142350,Marusan Oat Soy Milk,9.58,1 L,
soymilk,25,21,90185002,Marusanai Soy Milk - Banana,7.72,1 L,
soymilk,25,22,90242410,Otsuka Sugou Original Soybean-Small,3.15,200 ML,
soymilk,25,23,90214307,Marusan Japanese Sweetened Soy Milk,2.95,200 ML,
soymilk,25,24,90117660,Vitamik Original Soy Milk Twist Cap 6's,7.25,0,
ravioli,22,1,13154794,Arrighi Ravioli Pasta - Al Formaggio,7.95,250g,
nectar,21,1,13234156,Sweet Nature Multifloral Manuka Honey 50+,20.09,500g,Halal
nectar,21,2,13252153,Wild Nectar 100% Cold Extracted - Raw Honey (Jar),11.0,450g,
nectar,21,3,13252151,Wild Nectar 100% Cold Extracted Australian Honey,19.9,1kg,
nectar,21,4,13079296,Sweet Nature Manuka Honey UMF 5+,28.0,500g,
nectar,21,5,90239400,Lunica Blueberry Nectar Juice,5.9,250 ML,
nectar,21,6,90239393,Lunica Plum Nectar Juice,4.9,250 ML,
nectar,21,7,90239392,Lunica Pear Nectar Juice,4.9,250 ML,
nectar,21,8,13169856,Egmont New Zealand Honey - Native Bush Honey,11.11,500g,
nectar,21,9,90239383,Lunica Apple Nectar Juice,4.9,250 ML,
nectar,21,10,90140341,Nectar Peach Juice - Kirei,4.1,350 ML,
nectar,21,11,90239378,Lunica Strawberry Nectar Juice,5.9,250 ML,
nectar,21,12,13070717,Pasar White Nectarine,11.45,900g,
nectar,21,13,13073346,Bio-Home Laundry Detergent Delicate - Hyacinth & Nectarine,12.12,1.5L,
nectar,21,14,13071916,Bio-Home Laundry Detergent - Hyacinth & Nectarine,12.12,1.5L,
nectar,21,15,13208385,Bio-Home Delicate Laundry Detergent Refill-Hyacinth & Nectarine,7.08,900ml,
nectar,21,16,13208384,Bio-Home Laundry Detergent Refill-Hyacinth & Nectarine,7.08,900ml,
nectar,21,17,90201553,Elizabeth Arden Eau De Toilette - Green Tea Nectarine Blossom,24.9,100 ML,
nectar,21,18,90164151,Gonzalez Byass Nectar PX,48.0,750 ML,
nectar,21,19,90031279,Green Apple Organic Agave Nectar,11.2,350 ML,
nectar,21,20,90015766,Now Foods Organic Blue Agave Nectar,16.9,660 G,
nectar,21,21,90252070,Folkington's Mango Juice Nectar,5.95,250 ML,
nectar,21,22,90216663,Saint Nectaire Fermier by The Cheese Shop,15.1,200 G,
burrito,19,1,90190428,Cannamela Cannamela Mix for Tacos & Burritos,5.52,25 G,
burrito,19,2,90219118,Chicken Burrito Bowl Twin Pack - Frozen,15.0,2 x 150 G,
burrito,19,3,90219126,Chicken Burrito Bowl - Frozen,7.5,150 G,
burrito,19,4,1,Throw Throw Burrito Dodgeball Card Game,49.9,1 S,
burrito,19,5,90188677,Throw Throw Burrito Dodgeball Card Game,49.9,1 S,
waffle,22,1,13067408,Kellogg's Eggo Frozen Waffles - Buttermilk,6.85,10 per pack,
waffle,22,2,13067420,Kellogg's Eggo Frozen Waffles - Chocolatey Chip,6.85,10 per pack,
waffle,22,3,13067415,Kellogg's Eggo Frozen Waffles - Blueberry,6.85,10 per pack,
waffle,22,4,13190057,Cowhead Waffles - Original Belgium,5.3,200g (4 per pack),Halal
waffle,22,5,13094139,Kellogg's Eggo Frozen Waffles - Strawberry,6.85,10 per pack,
waffle,22,6,13258403,Eggo Homestyle Waffles,6.85,349g,
waffle,22,7,13174343,Post Cereals - Waffle Crisp,7.52,326g,
waffle,22,8,13229935,Redondo Creme Waffle Sticks - Cookies & Creme,3.85,300g,Halal
waffle,22,9,13229933,Redondo Creme Waffle Sticks - Vanilla,3.85,300g,Halal
waffle,22,10,13229934,Redondo Creme Waffle Sticks - Strawberry,4.3,300g,Halal
waffle,22,11,13265984,Good Today Butter Waffle,4.95,180g,
waffle,22,12,12146955,Aladdin Danish Deluxe Waffle Cones,4.03,148g (8 per pack),
waffle,22,13,90104359,Kirei Taiyaki Waffle Japanese Ice Cream,4.9,130 ML,
waffle,22,14,13250931,Slurrp Pancake & Waffle Mix - Blueberry,6.9,150g,
waffle,22,15,90207919,Julie's Coffee Waffles,3.3,100 G,Halal
waffle,22,16,90207924,Julie's Coconut Waffles,3.3,100 G,Halal
waffle,22,17,90092254,CB Waffle Fries,6.5,1 KG,
waffle,22,18,90202074,Punched Foods Criss-Cut Waffle Fries,9.8,1 KG,
waffle,22,19,90227008,Bob's Red Mill Pancake & Waffle Mix - Whole Grain Buttermilk,10.4,680 G,
waffle,22,20,90223570,Bob's Red Mill Pancake & Waffle Mix - 10 Grain,8.0,680 G,
biscuit,24,1,13262808,Nutella Biscuits,4.95,193.2g,Halal
biscuit,24,2,11157740,Hup Seng Crackers - Cream (Special),2.5,225g (10 per pack),
biscuit,24,3,491837,Mitsuya Tasty Biscuit Stick,1.9,40g,
biscuit,24,4,12083675,Julie's Sandwich Biscuits - Peanut Butter,5.6,360g (12 per pack),
biscuit,24,5,13160723,Ritz Sandwich Biscuits Multipack - Cheese Cream,3.0,243g,Halal
biscuit,24,6,12374819,Hup Seng Crackers - Cream,2.5,428g,Halal
biscuit,24,7,10797324,Khong Guan Sandwich Biscuits - Lemon Puff,2.8,260g (12 per pack),
biscuit,24,8,13021967,Khong Guan Biscuits - Marie (Premium),2.5,260g (12 per pack),Halal
biscuit,24,9,12080992,Julie's Crackers - Butter,2.94,250g,
biscuit,24,10,327454,Meiji Hello Panda Biscuits - Chocolate,6.67,234g (9 x 26g),
biscuit,24,11,13034311,Khong Guan Bite Sizes Biscuits - Fancy Gems,1.6,110g,Halal
biscuit,24,12,10397654,Khong Guan Assortment Biscuits - Family Pack,4.5,600g,Halal
biscuit,24,13,11178701,Hup Seng Crackers - Sugar,2.5,225g (10 per pack),
biscuit,24,14,12234429,Meiji Hello Panda Biscuits - Assorted,6.67,234g,Halal
biscuit,24,15,11157804,Hup Seng Crackers - Wholemeal,2.5,225g (10 per pack),
biscuit,24,16,13212611,Oreo Sandwich Cookies Multipack - Mildly Sweet,3.05,248.4g,Halal
biscuit,24,17,297756,Meiji Yan Yan Stick Biscuits - Chocolate,1.37,50g,
biscuit,24,18,13021988,Khong Guan Assortment Biscuits - Grade 1,3.6,800g,
biscuit,24,19,12465788,Meiji Plain Crackers - Original,1.68,4 x 26g,
biscuit,24,20,13228021,Meiji Plain Cracker - Oat,6.06,416g,Halal
cupcake,19,1,13253779,Treats Muffin - Chocolate Chips,1.3,60g,Halal
cupcake,19,2,13253780,Treats Muffin - Double Chocolate,1.3,60g,Halal
cupcake,19,3,13097419,Betty Crocker Muffin Mix - Chocolate Chip,4.99,430g,Halal
cupcake,19,4,13026090,Pepperidge Farm Goldfish Baked Grahams - Vanilla Cupcake,5.6,187g,
cupcake,19,5,13253782,Treats Chocolate Muffin - Salted Caramel,1.3,60g,Halal
cupcake,19,6,90216389,NoStik Silicon Muffin Liner - Brown,29.95,12 S,
cupcake,19,7,90202946,On Line Kids Detangling Spray - Muffin,6.9,200 ML,
cupcake,19,8,90202295,Dodomu Mermaid Cupcake Border,13.0,24 S,
cupcake,19,9,90039037,Delyco Vanilla Muffin - Bundle of 2,7.05,2 x 230 G,
cupcake,19,10,90039036,Delyco Banana Muffin - Bundle of 2,7.05,2 x 230 G,
cupcake,19,11,90039187,Delyco Chocolate Muffin - Bundle of 2,7.05,2 x 230 G,
cupcake,19,12,90039188,Delyco Pandan Muffin - Bundle of 2,7.05,2 x 230 G,
cupcake,19,13,90184572,BEST Choice Lovely Printed Muffin Cake Cup Liner (M),6.9,20 PC,
cupcake,19,14,90223289,Yes You Can Cupcake Mix - Red Velvet,11.2,450 G,
cupcake,19,15,90245093,BEST Choice Starry Printed Muffin Cake Cup Liners,6.9,20 S,
cupcake,19,16,90184571,BEST Choice Sweet Printed Muffin Cake Cup Liner (M),6.9,20 PC,
cupcake,19,17,90184570,BEST Choice Baker Pattern Muffin Cake Cup Liner (M),6.9,20 PC,
cupcake,19,18,90135990,Best Choice Floral Printed Muffin Cake Cup Liners,6.9,20 S,
cupcake,19,19,90135986,Best Choice Pattern Printed Muffin Cake Cup Liners,6.9,20 S,
cupcake,19,20,90135987,BEST Choice Cute Printed Muffin Cake Cup Liners,6.9,20 PC,
muffins,20,1,13253779,Treats Muffin - Chocolate Chips,1.3,60g,Halal
muffins,20,2,13253780,Treats Muffin - Double Chocolate,1.3,60g,Halal
muffins,20,3,13253782,Treats Chocolate Muffin - Salted Caramel,1.3,60g,Halal
muffins,20,4,90039037,Delyco Vanilla Muffin - Bundle of 2,7.05,2 x 230 G,
muffins,20,5,90039036,Delyco Banana Muffin - Bundle of 2,7.05,2 x 230 G,
muffins,20,6,90039187,Delyco Chocolate Muffin - Bundle of 2,7.05,2 x 230 G,
muffins,20,7,90039188,Delyco Pandan Muffin - Bundle of 2,7.05,2 x 230 G,
muffins,20,8,13097419,Betty Crocker Muffin Mix - Chocolate Chip,4.99,430g,Halal
muffins,20,9,90216389,NoStik Silicon Muffin Liner - Brown,29.95,12 S,
muffins,20,10,90202946,On Line Kids Detangling Spray - Muffin,6.9,200 ML,
muffins,20,11,90184572,BEST Choice Lovely Printed Muffin Cake Cup Liner (M),6.9,20 PC,
muffins,20,12,90245093,BEST Choice Starry Printed Muffin Cake Cup Liners,6.9,20 S,
muffins,20,13,90184571,BEST Choice Sweet Printed Muffin Cake Cup Liner (M),6.9,20 PC,
muffins,20,14,90184570,BEST Choice Baker Pattern Muffin Cake Cup Liner (M),6.9,20 PC,
muffins,20,15,90135990,Best Choice Floral Printed Muffin Cake Cup Liners,6.9,20 S,
muffins,20,16,90135986,Best Choice Pattern Printed Muffin Cake Cup Liners,6.9,20 S,
muffins,20,17,90135987,BEST Choice Cute Printed Muffin Cake Cup Liners,6.9,20 PC,
muffins,20,18,90148444,BEST Choice Pink Muffin Cake Cup Cases,6.3,20 PC,
muffins,20,19,90148443,BEST Choice Yellow Muffin Cake Cup Cases,6.3,20 PC,
muffins,20,20,90148442,BEST Choice Green Muffin Cake Cup Cases,6.3,20 PC,
syrup,18,1,90201232,Zerup Zero Sugar Syrup - Cane Sugar +,16.9,1 L,
syrup,18,2,13280896,[BCRS] Ribena Blackcurrant Cordial - Regular,14.67,2L,Halal
syrup,18,3,13280951,[BCRS] Ribena Blackcurrant Cordial - Regular,8.31,850ml,Halal
syrup,18,4,90186453,Zerup Zero Sugar Syrup - White Peach,16.9,1 L,
syrup,18,5,10630911,Rose Brand Syrup - Rose,5.05,750ml,
syrup,18,6,13292570,[BCRS] Ribena Blackcurrant Cordial - Regular + GWP,14.67,2L,Halal
syrup,18,7,10681890,Asia Farm Cordial - Fruit Punch,5.55,2L,
syrup,18,8,90116958,Mathieu Teisseire Kiwi Syrup,23.9,1000 ML,
syrup,18,9,13228292,Fairprice Cordial Juice - Orange,4.55,2L,
syrup,18,10,13239861,Hershey's Chocolate Syrup,7.2,623g,
syrup,18,11,90247159,Zerup Zero Sugar Syrup - Multifruits,16.9,1 L,
syrup,18,12,90115617,Mathieu Teisseire Rose Syrup,17.9,700 ML,
syrup,18,13,210807,Dragon Coin Syrup - Rose,2.5,1L,Halal
syrup,18,14,90115626,Mathieu Teisseire Almond Syrup,17.9,700 ML,
syrup,18,15,13197490,Hershey's Chocolate Syrup - Special Dark,7.2,623g,
syrup,18,16,12127084,Asia Farm Syrup - Barley,5.55,2L,
syrup,18,17,210790,Dragon Coin Fruit Cordial - Orange Squash,2.29,1L,Halal
syrup,18,18,13242344,Gum Tea Premium Honey Lemon,16.2,1kg,
syrup,18,19,90054294,Rooh Afsa Rose Syrup 700Ml -- By Dashmesh,4.99,700 ML,
syrup,18,20,90230988,Captain Salty Lemon Syrup,21.8,600 ML,
loaf,18,1,10470049,Gardenia Loaf - California Raisin,3.9,400g,
loaf,18,2,13270761,Sunshine Loaf Bread - Dark Rye Komugi,4.6,400g,Halal
loaf,18,3,13271382,Gardenia Loaf - Brioche,3.8,380g,Halal
loaf,18,4,10762199,Gardenia Loaf - Nutri Multi-Grain,3.8,400g,
loaf,18,5,13273421,Gardenia Loaf - Chocolate Royale,3.9,340g,
loaf,18,6,12535264,EL-Dina Chicken Meat Loaf - Original,4.7,340g,Halal
loaf,18,7,12535256,EL-Dina Chicken Meat Loaf - Black Pepper,4.3,340g,Halal
loaf,18,8,13221779,Sheba Cat Food Pouch - Chicken Premium Loaf,1.31,70g,
loaf,18,9,12535221,EL-Dina Chicken Meat Loaf - Cheese,4.3,340g,Halal
loaf,18,10,90213994,NoStik Silicon Loaf Tin Liner - 1-2LB,23.95,1 S,
loaf,18,11,90231346,Absolute Holistic Meaty Loaf Wet Tray Food for Dog - Salmon,20.9,16 x 100 G,
loaf,18,12,90231344,Absolute Holistic Meaty Loaf Wet Tray Food For Dog - Duck,20.9,16 x 100 G,
loaf,18,13,90194541,Russell Taylors Bread Maker BM-10 (1kg/2.2lb loaf),94.99,1 S,
loaf,18,14,4,RedMan Non-Stick Loaf Pan,49.0,1 S,
loaf,18,15,0108,Wilton Non-Stick 18 Cavity Mini Loaf Pan (2105-0108),37.8,1 S,
loaf,18,16,90227202,RedMan Baking Pan - Loaf,33.6,1 S,
loaf,18,17,90228362,San Neng Non-Stick Loaf Baking Pan - Square,28.8,1 S,
loaf,18,18,1,Absolute Holistic Meaty Loaf Wet Tray Food for Dog - Lamb,20.9,16 x 100 G,
loaf,18,19,90231370,Absolute Holistic Meaty Loaf Wet Tray Food for Dog - Chicken,20.9,16 x 100 G,
sub,23,1,13183876,Altamura Foglia Sublime Leaves - Mesclun Mix,5.3,125g,
sub,23,2,13051403,Casa Subercaseaux Red Wine - Cabernet Sauvignon,16.9,750ml,
sub,23,3,13254211,Casa Subercaseaux Merlot Red Wine,16.9,750ml,
sub,23,4,13051429,Casa Subercaseaux White Wine - Sauvignon Blanc,16.9,750ml,
sub,23,5,90052717,Earth's Creation Extra Strength Sublingual Melatonin,39.9,60 S,
sub,23,6,90232821,Subi Frozen Seafood - Crumbed Pollock Fish Fingers,8.0,400 G,
sub,23,7,90245631,Subi Frozen - Crumbed Spicy Korean Pollock Fish Fingers,5.5,400 G,
sub,23,8,90245627,Subi Frozen Seafood - Tempura Pollock Fish Fillets,8.0,260 G,
